Date,Month,Turbidity (NTU),Diarrhea Cases,Risk Level,Temperature (°C),Rainfall (mm)
2020-08-25,8,20.8,12,Medium,30.5,35.8
2022-04-07,4,9.6,5,Low,30.5,5.1
2022-11-19,11,28.3,11,Medium,30.5,5.1
2020-01-03,1,6.6,4,Low,30.5,5.1
2023-09-08,9,45.3,19,High,30.5,35.8
2023-01-16,1,8.2,3,Low,30.5,5.1
2022-08-04,8,96.9,38,High,30.5,35.8
2022-04-26,4,14.5,2,Low,30.5,5.1
2020-04-21,4,7.5,0,Low,30.5,5.1
2021-01-19,1,7.2,1,Low,30.5,5.1
2022-11-27,11,13.3,7,Low,30.5,5.1
2022-01-10,1,15.2,3,Low,30.5,5.1
2023-06-29,6,56.8,30,High,30.5,35.8
2022-10-17,10,36.0,14,High,30.5,5.1
2023-07-04,7,67.1,26,High,30.5,35.8
2022-06-24,6,74.3,31,High,30.5,35.8
2020-04-15,4,22.5,6,Medium,30.5,5.1
2021-02-20,2,15.6,5,Medium,30.5,5.1
2021-06-30,6,46.1,31,High,30.5,35.8
2023-01-29,1,6.0,0,Low,30.5,5.1
2020-09-25,9,37.8,16,High,30.5,35.8
2021-08-12,8,44.4,19,High,30.5,35.8
2022-06-16,6,57.4,32,High,30.5,35.8
2023-12-01,12,5.3,2,Low,30.5,5.1
2022-09-19,9,1.7,4,Low,30.5,35.8
2020-09-05,9,50.2,18,High,30.5,35.8
2020-02-29,2,9.2,3,Low,30.5,5.1
2023-07-14,7,27.4,26,High,30.5,35.8
2023-05-31,5,44.5,8,High,30.5,5.1
2021-05-05,5,9.5,0,Low,30.5,5.1
2023-12-24,12,9.6,3,Low,30.5,5.1
2020-11-20,11,6.3,3,Low,30.5,5.1
2021-09-28,9,33.8,16,High,30.5,35.8
2023-02-02,2,0.5,23,High,30.5,5.1
2020-01-29,1,8.4,2,Low,30.5,5.1
2023-02-05,2,5.6,1,Low,30.5,5.1
2022-04-15,4,2.9,4,Low,30.5,5.1
2020-07-09,7,59.5,26,High,30.5,35.8
2021-04-05,4,0.5,0,Low,30.5,5.1
2020-08-20,8,248.3,139,High,30.5,35.8
2022-08-03,8,46.4,19,High,30.5,35.8
2020-08-28,8,57.8,24,High,30.5,35.8
2023-08-19,8,64.4,35,High,30.5,35.8
2020-11-11,11,40.1,16,High,30.5,5.1
2022-10-17,10,7.7,4,Low,30.5,5.1
2021-08-20,8,41.1,23,High,30.5,35.8
2022-11-08,11,13.5,2,Low,30.5,5.1
2023-12-15,12,7.2,4,Low,30.5,5.1
2021-07-13,7,25.7,12,Medium,30.5,35.8
2022-04-30,4,3.2,5,Low,30.5,5.1
2022-09-15,9,22.7,10,Medium,30.5,35.8
2022-08-25,8,30.0,19,High,30.5,35.8
2021-05-14,5,10.9,1,Low,30.5,5.1
2022-07-24,7,15.4,6,Medium,30.5,35.8
2023-02-02,2,3.7,0,Low,30.5,5.1
2020-10-23,10,20.9,6,Medium,30.5,5.1
2022-02-24,2,4.1,1,Low,30.5,5.1
2021-01-25,1,11.9,4,Low,30.5,5.1
2023-05-12,5,10.6,0,Low,30.5,5.1
2022-11-06,11,31.6,10,High,30.5,5.1
2020-10-06,10,18.3,9,Medium,30.5,5.1
2020-05-22,5,10.4,4,Low,30.5,5.1
2021-07-19,7,96.0,55,High,30.5,35.8
2022-04-29,4,2.1,0,Low,30.5,5.1
2021-11-27,11,25.6,6,Medium,30.5,5.1
2022-11-05,11,24.0,5,Medium,30.5,5.1
2021-07-01,7,91.1,55,High,30.5,35.8
2020-01-06,1,8.5,0,Low,30.5,5.1
2021-08-02,8,61.4,24,High,30.5,35.8
2021-09-03,9,95.9,55,High,30.5,35.8
2023-04-17,4,13.6,1,Low,30.5,5.1
2023-04-02,4,1.8,0,Low,30.5,5.1
2023-09-13,9,85.5,49,High,30.5,35.8
2022-09-29,9,112.0,44,High,30.5,35.8
2020-10-31,10,26.4,10,Medium,30.5,5.1
2022-07-03,7,54.8,21,High,30.5,35.8
2023-01-08,1,8.4,2,Low,30.5,5.1
2022-09-18,9,104.0,58,High,30.5,35.8
2021-12-07,12,8.9,1,Low,30.5,5.1
2021-11-11,11,24.5,6,Medium,30.5,5.1
2023-02-04,2,3.5,1,Low,30.5,5.1
2023-01-17,1,4.1,0,Low,30.5,5.1
2022-02-11,2,0.5,1,Low,30.5,5.1
2022-07-21,7,69.8,35,High,30.5,35.8
2021-10-21,10,18.7,11,Medium,30.5,5.1
2021-01-21,1,8.8,0,Low,30.5,5.1
2023-11-29,11,2.1,0,Low,30.5,5.1
2021-05-04,5,14.2,0,Low,30.5,5.1
2023-03-17,3,17.1,7,Medium,30.5,5.1
2022-02-23,2,5.8,2,Low,30.5,5.1
2021-04-23,4,18.5,2,Low,30.5,5.1
2022-04-21,4,16.2,7,Medium,30.5,5.1
2020-03-30,3,12.9,4,Low,30.5,5.1
2021-10-13,10,24.4,10,Medium,30.5,5.1
2022-08-26,8,50.0,32,High,30.5,35.8
2023-12-15,12,2.9,5,Low,30.5,5.1
2022-02-19,2,12.2,4,Low,30.5,5.1
2022-03-01,3,4.1,0,Low,30.5,5.1
2023-09-21,9,69.6,37,High,30.5,35.8
2023-08-28,8,111.6,54,High,30.5,35.8
2020-11-07,11,22.8,8,Medium,30.5,5.1
2022-10-11,10,8.1,4,Low,30.5,5.1
2020-03-16,3,46.6,10,High,30.5,5.1
2020-09-15,9,17.3,8,Medium,30.5,35.8
2022-10-25,10,10.6,6,Low,30.5,5.1
2023-04-23,4,7.7,2,Low,30.5,5.1
2021-11-10,11,5.7,2,Low,30.5,5.1
2020-07-24,7,0.5,0,Low,30.5,35.8
2022-06-20,6,51.2,49,High,30.5,35.8
2020-07-23,7,24.5,8,Medium,30.5,35.8
2022-12-13,12,8.5,2,Low,30.5,5.1
2022-07-24,7,16.4,8,Medium,30.5,35.8
2020-02-01,2,2.5,0,Low,30.5,5.1
2020-10-22,10,8.7,3,Low,30.5,5.1
2022-04-19,4,27.4,7,Medium,30.5,5.1
2023-09-02,9,66.3,33,High,30.5,35.8
2020-11-12,11,26.2,11,Medium,30.5,5.1
2020-06-02,6,33.9,11,High,30.5,35.8
2022-08-19,8,37.4,11,High,30.5,35.8
2021-06-26,6,130.2,65,High,30.5,35.8
2021-11-24,11,18.5,5,Medium,30.5,5.1
2023-06-30,6,39.6,19,High,30.5,35.8
2023-11-19,11,32.2,13,High,30.5,5.1
2022-03-25,3,38.1,9,High,30.5,5.1
2023-08-23,8,43.7,30,High,30.5,35.8
2020-06-13,6,58.0,20,High,30.5,35.8
2021-11-03,11,8.5,4,Low,30.5,5.1
2023-10-13,10,14.3,7,Low,30.5,5.1
2022-12-28,12,4.9,0,Low,30.5,5.1
2022-02-17,2,0.5,0,Low,30.5,5.1
2021-10-10,10,9.2,3,Low,30.5,5.1
2023-07-07,7,50.6,27,High,30.5,35.8
2022-09-26,9,34.6,16,High,30.5,35.8
2023-01-13,1,11.6,2,Low,30.5,5.1
2020-03-14,3,10.5,7,Low,30.5,5.1
2023-06-18,6,60.3,26,High,30.5,35.8
2020-05-20,5,16.0,4,Low,30.5,5.1
2021-04-25,4,7.0,3,Low,30.5,5.1
2023-07-16,7,60.0,40,High,30.5,35.8
2023-11-02,11,11.5,7,Low,30.5,5.1
2021-08-11,8,88.5,39,High,30.5,35.8
2021-04-10,4,13.6,6,Low,30.5,5.1
2020-07-04,7,72.5,35,High,30.5,35.8
2022-06-07,6,16.0,11,Medium,30.5,35.8
2020-07-20,7,67.2,39,High,30.5,35.8
2023-07-21,7,35.6,13,High,30.5,35.8
2023-12-12,12,7.3,2,Low,30.5,5.1
2020-07-24,7,24.4,10,Medium,30.5,35.8
2022-06-27,6,0.5,0,Low,30.5,35.8
2020-12-06,12,11.0,5,Low,30.5,5.1
2023-11-22,11,15.1,0,Low,30.5,5.1
2021-09-05,9,71.7,40,High,30.5,35.8
2020-02-29,2,49.9,11,High,30.5,5.1
2020-04-04,4,10.8,2,Low,30.5,5.1
2021-10-26,10,20.4,11,Medium,30.5,5.1
2020-04-24,4,5.6,4,Low,30.5,5.1
2021-08-23,8,51.1,21,High,30.5,35.8
2022-01-04,1,2.0,3,Low,30.5,5.1
2022-02-06,2,10.0,5,Low,30.5,5.1
2022-06-01,6,69.9,29,High,30.5,35.8
2020-10-25,10,27.0,13,Medium,30.5,5.1
2021-05-15,5,13.9,4,Low,30.5,5.1
2022-12-23,12,8.4,2,Low,30.5,5.1
2022-04-23,4,7.8,0,Low,30.5,5.1
2023-03-05,3,7.2,7,Low,30.5,5.1
2023-10-28,10,4.4,3,Low,30.5,5.1
2021-01-03,1,6.1,0,Low,30.5,5.1
2020-12-14,12,5.5,3,Low,30.5,5.1
2020-12-24,12,2.9,2,Low,30.5,5.1
2020-06-10,6,67.9,34,High,30.5,35.8
2023-06-02,6,26.1,12,Medium,30.5,35.8
2022-02-22,2,0.5,1,Low,30.5,5.1
2023-06-23,6,105.1,40,High,30.5,35.8
2023-10-31,10,16.2,7,Medium,30.5,5.1
2021-05-08,5,14.3,9,Medium,30.5,5.1
2022-10-16,10,41.3,15,High,30.5,5.1
2023-04-09,4,14.6,5,Low,30.5,5.1
2020-10-20,10,8.0,7,Low,30.5,5.1
2021-04-20,4,5.0,6,Low,30.5,5.1
2022-08-02,8,177.2,63,High,30.5,35.8
2023-07-30,7,87.8,36,High,30.5,35.8
2021-06-04,6,83.8,49,High,30.5,35.8
2022-07-30,7,99.1,40,High,30.5,35.8
2021-06-06,6,74.5,36,High,30.5,35.8
2023-09-27,9,88.2,43,High,30.5,35.8
2020-01-20,1,7.7,3,Low,30.5,5.1
2022-08-10,8,40.0,16,High,30.5,35.8
2021-08-12,8,54.4,25,High,30.5,35.8
2023-10-19,10,20.1,5,Medium,30.5,5.1
2023-01-24,1,7.2,3,Low,30.5,5.1
2020-11-19,11,30.1,14,High,30.5,5.1
2020-05-31,5,23.5,5,Medium,30.5,5.1
2022-06-23,6,81.6,45,High,30.5,35.8
2021-12-08,12,15.7,4,Low,30.5,5.1
2023-04-18,4,5.2,0,Low,30.5,5.1
2021-09-04,9,39.9,21,High,30.5,35.8
2023-08-01,8,52.1,25,High,30.5,35.8
2022-05-18,5,14.4,5,Low,30.5,5.1
2023-11-14,11,1.1,6,Low,30.5,5.1
2021-05-27,5,13.7,3,Low,30.5,5.1
2022-07-24,7,45.7,27,High,30.5,35.8
2021-09-10,9,113.1,55,High,30.5,35.8
2021-02-11,2,1.6,1,Low,30.5,5.1
2022-02-26,2,7.6,1,Low,30.5,5.1
2022-09-16,9,74.5,38,High,30.5,35.8
2020-08-06,8,34.0,17,High,30.5,35.8
2021-04-30,4,10.7,3,Low,30.5,5.1
2022-02-20,2,5.7,1,Low,30.5,5.1
2023-03-17,3,15.1,3,Low,30.5,5.1
2022-01-05,1,8.1,2,Low,30.5,5.1
2023-03-23,3,5.2,5,Low,30.5,5.1
2021-08-28,8,45.9,15,High,30.5,35.8
2023-12-03,12,4.3,1,Low,30.5,5.1
2021-08-27,8,119.7,46,High,30.5,35.8
2020-02-14,2,8.5,3,Low,30.5,5.1
2023-09-10,9,52.3,40,High,30.5,35.8
2022-03-21,3,4.2,1,Low,30.5,5.1
2021-07-16,7,46.0,21,High,30.5,35.8
2020-01-17,1,31.1,5,High,30.5,5.1
2023-03-05,3,18.8,4,Low,30.5,5.1
2023-11-05,11,25.0,5,Medium,30.5,5.1
2020-04-10,4,20.9,5,Medium,30.5,5.1
2023-05-26,5,13.3,7,Low,30.5,5.1
2022-10-14,10,24.8,3,Medium,30.5,5.1
2021-08-09,8,26.3,19,High,30.5,35.8
2021-04-16,4,23.1,8,Medium,30.5,5.1
2023-05-28,5,19.7,5,Medium,30.5,5.1
2021-12-22,12,1.4,0,Low,30.5,5.1
2021-03-24,3,5.9,2,Low,30.5,5.1
2023-07-27,7,54.9,28,High,30.5,35.8
2021-01-24,1,15.5,4,Low,30.5,5.1
2023-06-25,6,65.5,34,High,30.5,35.8
2021-05-28,5,25.1,5,Medium,30.5,5.1
2023-10-20,10,8.2,8,Medium,30.5,5.1
2023-09-12,9,60.3,30,High,30.5,35.8
2023-10-26,10,15.6,7,Medium,30.5,5.1
2020-10-07,10,16.4,5,Medium,30.5,5.1
2023-07-10,7,119.1,84,High,30.5,35.8
2020-07-17,7,61.2,23,High,30.5,35.8
2023-07-09,7,25.3,13,Medium,30.5,35.8
2023-08-16,8,6.9,7,Low,30.5,35.8
2020-03-21,3,0.5,0,Low,30.5,5.1
2021-09-24,9,27.4,18,High,30.5,35.8
2022-06-21,6,11.2,4,Low,30.5,35.8
2020-03-09,3,11.8,6,Low,30.5,5.1
2023-04-01,4,2.3,2,Low,30.5,5.1
2022-01-17,1,4.5,0,Low,30.5,5.1
2020-09-26,9,60.6,35,High,30.5,35.8
2020-07-03,7,92.9,41,High,30.5,35.8
2021-08-27,8,66.4,26,High,30.5,35.8
2021-10-31,10,25.0,12,Medium,30.5,5.1
2022-04-30,4,27.2,7,Medium,30.5,5.1
2020-12-25,12,4.0,3,Low,30.5,5.1
2021-02-15,2,4.4,0,Low,30.5,5.1
2020-09-27,9,0.5,0,Low,30.5,35.8
2023-01-09,1,7.7,1,Low,30.5,5.1
2022-01-19,1,19.8,9,Medium,30.5,5.1
2022-12-23,12,2.3,3,Low,30.5,5.1
2022-10-24,10,16.2,6,Medium,30.5,5.1
2021-07-12,7,53.9,26,High,30.5,35.8
2020-12-02,12,4.0,0,Low,30.5,5.1
2021-06-10,6,28.7,20,High,30.5,35.8
2022-09-13,9,76.3,43,High,30.5,35.8
2021-08-27,8,53.3,22,High,30.5,35.8
2021-11-24,11,8.4,3,Low,30.5,5.1
2020-08-23,8,69.9,31,High,30.5,35.8
2022-08-17,8,46.3,35,High,30.5,35.8
2020-06-03,6,96.6,46,High,30.5,35.8
2020-10-15,10,16.0,7,Medium,30.5,5.1
2021-04-07,4,6.5,0,Low,30.5,5.1
2023-10-17,10,111.3,40,High,30.5,5.1
2023-10-13,10,22.4,7,Medium,30.5,5.1
2022-03-24,3,9.5,5,Low,30.5,5.1
2023-02-15,2,13.3,7,Low,30.5,5.1
2022-01-19,1,4.5,4,Low,30.5,5.1
2020-07-03,7,44.7,17,High,30.5,35.8
2022-03-19,3,13.3,5,Low,30.5,5.1
2020-01-29,1,6.5,1,Low,30.5,5.1
2021-06-25,6,47.4,16,High,30.5,35.8
2023-01-03,1,7.6,4,Low,30.5,5.1
2020-09-10,9,74.0,41,High,30.5,35.8
2022-07-20,7,55.8,29,High,30.5,35.8
2022-01-24,1,5.1,1,Low,30.5,5.1
2023-10-09,10,30.3,14,High,30.5,5.1
2023-10-08,10,24.8,6,Medium,30.5,5.1
2021-06-20,6,43.5,24,High,30.5,35.8
2023-04-12,4,12.4,5,Low,30.5,5.1
2022-02-19,2,1.4,2,Low,30.5,5.1
2023-07-31,7,106.7,50,High,30.5,35.8
2022-01-30,1,0.5,4,Low,30.5,5.1
2020-08-09,8,27.6,14,Medium,30.5,35.8
2023-10-14,10,17.8,6,Medium,30.5,5.1
2021-04-23,4,17.3,6,Medium,30.5,5.1
2022-08-23,8,146.1,78,High,30.5,35.8
2020-02-21,2,4.7,0,Low,30.5,5.1
2023-06-22,6,99.6,51,High,30.5,35.8
2023-02-23,2,9.1,0,Low,30.5,5.1
2021-11-02,11,9.6,2,Low,30.5,5.1
2023-06-03,6,50.1,28,High,30.5,35.8
2021-03-29,3,0.5,2,Low,30.5,5.1
2023-08-19,8,38.9,23,High,30.5,35.8
2020-05-09,5,13.1,3,Low,30.5,5.1
2023-07-25,7,40.4,22,High,30.5,35.8
2022-08-08,8,57.0,33,High,30.5,35.8
2023-12-06,12,5.3,1,Low,30.5,5.1
2021-09-10,9,0.5,1,Low,30.5,35.8
2023-08-22,8,44.1,27,High,30.5,35.8
2022-04-16,4,8.3,1,Low,30.5,5.1
2020-08-26,8,64.0,24,High,30.5,35.8
2020-10-13,10,20.0,6,Medium,30.5,5.1
2020-04-02,4,21.4,3,Medium,30.5,5.1
2020-03-17,3,8.4,3,Low,30.5,5.1
2021-09-15,9,0.5,11,Medium,30.5,35.8
2022-10-05,10,25.1,11,Medium,30.5,5.1
2020-08-25,8,49.8,28,High,30.5,35.8
2020-07-18,7,70.7,36,High,30.5,35.8
2021-04-25,4,5.0,1,Low,30.5,5.1
2023-01-05,1,2.9,0,Low,30.5,5.1
2020-10-04,10,16.2,5,Medium,30.5,5.1
2022-03-06,3,14.9,7,Low,30.5,5.1
2022-07-18,7,26.3,11,Medium,30.5,35.8
2022-01-29,1,5.5,2,Low,30.5,5.1
2023-10-05,10,0.5,0,Low,30.5,5.1
2023-11-27,11,30.6,15,High,30.5,5.1
2023-01-11,1,14.9,5,Low,30.5,5.1
2022-05-08,5,9.4,4,Low,30.5,5.1
2023-04-17,4,13.3,3,Low,30.5,5.1
2020-11-12,11,17.7,8,Medium,30.5,5.1
2022-04-29,4,12.6,4,Low,30.5,5.1
2023-09-03,9,63.1,27,High,30.5,35.8
2020-07-21,7,79.0,36,High,30.5,35.8
2022-09-29,9,56.7,23,High,30.5,35.8
2023-06-14,6,30.6,16,High,30.5,35.8
2022-04-15,4,15.8,0,Low,30.5,5.1
2021-07-26,7,21.3,6,Medium,30.5,35.8
2020-03-08,3,23.4,6,Medium,30.5,5.1
2023-11-14,11,39.0,11,High,30.5,5.1
2022-01-28,1,8.7,4,Low,30.5,5.1
2021-03-20,3,30.1,14,High,30.5,5.1
2022-06-27,6,68.0,28,High,30.5,35.8
2022-06-29,6,61.5,24,High,30.5,35.8
2021-04-28,4,18.9,3,Low,30.5,5.1
2022-01-12,1,5.4,3,Low,30.5,5.1
2020-07-22,7,143.1,88,High,30.5,35.8
2023-11-05,11,31.6,11,High,30.5,5.1
2022-01-22,1,2.5,0,Low,30.5,5.1
2023-01-20,1,13.7,4,Low,30.5,5.1
2023-08-13,8,82.1,34,High,30.5,35.8
2022-01-04,1,5.1,3,Low,30.5,5.1
2020-05-04,5,14.8,6,Low,30.5,5.1
2022-03-26,3,12.4,2,Low,30.5,5.1
2021-07-19,7,73.6,37,High,30.5,35.8
2021-01-23,1,0.5,3,Low,30.5,5.1
2020-09-07,9,153.4,84,High,30.5,35.8
2022-07-20,7,23.8,13,Medium,30.5,35.8
2020-07-06,7,60.8,20,High,30.5,35.8
2023-09-19,9,18.4,9,Medium,30.5,35.8
2021-03-10,3,7.7,2,Low,30.5,5.1
2023-08-07,8,62.0,32,High,30.5,35.8
2023-08-02,8,61.0,38,High,30.5,35.8
2023-05-07,5,5.2,3,Low,30.5,5.1
2020-02-13,2,4.7,1,Low,30.5,5.1
2020-04-13,4,9.2,0,Low,30.5,5.1
2021-11-14,11,13.8,7,Low,30.5,5.1
2021-05-13,5,12.9,10,Medium,30.5,5.1
2020-09-14,9,135.7,58,High,30.5,35.8
2023-03-02,3,19.0,3,Low,30.5,5.1
2021-02-24,2,5.8,0,Low,30.5,5.1
2020-05-20,5,8.9,6,Low,30.5,5.1
2023-02-09,2,12.9,5,Low,30.5,5.1
2021-02-28,2,16.1,3,Low,30.5,5.1
2023-04-15,4,15.4,8,Medium,30.5,5.1
2021-03-18,3,21.1,2,Medium,30.5,5.1
2021-04-22,4,15.0,5,Medium,30.5,5.1
2021-11-03,11,19.2,8,Medium,30.5,5.1
2020-10-29,10,5.9,3,Low,30.5,5.1
2023-05-05,5,13.9,5,Low,30.5,5.1
2020-01-06,1,13.8,26,High,30.5,5.1
2021-07-21,7,60.2,34,High,30.5,35.8
2020-10-23,10,12.7,6,Low,30.5,5.1
2020-09-23,9,17.0,5,Medium,30.5,35.8
2023-01-11,1,4.4,0,Low,30.5,5.1
2021-05-28,5,9.3,1,Low,30.5,5.1
2020-12-23,12,4.2,4,Low,30.5,5.1
2020-08-13,8,27.9,10,Medium,30.5,35.8
2023-09-15,9,70.5,38,High,30.5,35.8
2020-02-22,2,8.9,4,Low,30.5,5.1
2020-09-26,9,76.9,32,High,30.5,35.8
2020-01-31,1,11.2,3,Low,30.5,5.1
2022-01-03,1,3.3,1,Low,30.5,5.1
2021-05-02,5,9.5,2,Low,30.5,5.1
2023-04-20,4,10.8,2,Low,30.5,5.1
2021-10-25,10,10.7,1,Low,30.5,5.1
2020-02-02,2,18.6,7,Medium,30.5,5.1
2020-12-22,12,3.2,0,Low,30.5,5.1
2021-06-27,6,89.7,40,High,30.5,35.8
2020-04-17,4,40.1,8,High,30.5,5.1
2020-09-16,9,38.8,22,High,30.5,35.8
2022-05-12,5,5.7,1,Low,30.5,5.1
2022-12-13,12,6.1,5,Low,30.5,5.1
2020-08-20,8,43.6,26,High,30.5,35.8
2020-05-10,5,0.5,0,Low,30.5,5.1
2022-09-02,9,53.3,17,High,30.5,35.8
2022-07-07,7,83.4,38,High,30.5,35.8
2022-01-11,1,4.2,1,Low,30.5,5.1
2022-11-17,11,26.9,11,Medium,30.5,5.1
2023-04-30,4,14.6,3,Low,30.5,5.1
2020-08-11,8,72.9,29,High,30.5,35.8
2022-07-14,7,65.7,24,High,30.5,35.8
2022-10-28,10,59.3,21,High,30.5,5.1
2021-03-29,3,23.6,7,Medium,30.5,5.1
2023-06-13,6,57.6,25,High,30.5,35.8
2020-03-29,3,2.6,6,Low,30.5,5.1
2023-09-11,9,38.5,13,High,30.5,35.8
2022-12-03,12,7.3,0,Low,30.5,5.1
2021-09-09,9,52.4,26,High,30.5,35.8
2022-07-27,7,42.2,24,High,30.5,35.8
2023-08-10,8,206.6,98,High,30.5,35.8
2020-03-04,3,13.2,2,Low,30.5,5.1
2020-05-04,5,15.0,4,Low,30.5,5.1
2022-09-07,9,94.7,51,High,30.5,35.8
2022-04-02,4,7.9,2,Low,30.5,5.1
2022-05-23,5,13.4,9,Medium,30.5,5.1
2023-11-06,11,29.3,10,Medium,30.5,5.1
2020-08-09,8,62.4,37,High,30.5,35.8
2022-10-01,10,6.2,1,Low,30.5,5.1
2023-12-29,12,0.8,0,Low,30.5,5.1
2022-06-27,6,59.6,28,High,30.5,35.8
2020-05-30,5,12.7,5,Low,30.5,5.1
2020-06-14,6,61.1,32,High,30.5,35.8
2021-10-21,10,32.1,12,High,30.5,5.1
2023-05-30,5,6.0,2,Low,30.5,5.1
2020-10-30,10,10.3,7,Low,30.5,5.1
2020-05-14,5,10.6,4,Low,30.5,5.1
2020-09-15,9,70.7,38,High,30.5,35.8
2021-07-17,7,38.0,21,High,30.5,35.8
2023-07-02,7,25.9,9,Medium,30.5,35.8
2023-07-20,7,103.3,43,High,30.5,35.8
2023-04-13,4,21.7,4,Medium,30.5,5.1
2023-01-28,1,11.9,7,Low,30.5,5.1
2023-12-29,12,5.2,1,Low,30.5,5.1
2021-10-27,10,46.4,17,High,30.5,5.1
2022-02-19,2,1.5,3,Low,30.5,5.1
2023-05-08,5,10.0,5,Low,30.5,5.1
2022-12-22,12,5.7,2,Low,30.5,5.1
2021-08-26,8,65.7,32,High,30.5,35.8
2022-07-18,7,105.7,65,High,30.5,35.8
2022-11-01,11,12.3,3,Low,30.5,5.1
2023-05-24,5,6.1,0,Low,30.5,5.1
2022-05-31,5,9.2,5,Low,30.5,5.1
2020-07-22,7,57.7,35,High,30.5,35.8
2023-12-08,12,4.3,1,Low,30.5,5.1
2020-08-22,8,105.4,44,High,30.5,35.8
2023-09-02,9,65.4,35,High,30.5,35.8
2023-08-26,8,98.4,42,High,30.5,35.8
2023-02-03,2,6.4,2,Low,30.5,5.1
2021-03-16,3,21.0,6,Medium,30.5,5.1
2022-05-30,5,8.5,0,Low,30.5,5.1
2022-07-13,7,37.9,27,High,30.5,35.8
2021-04-12,4,6.5,3,Low,30.5,5.1
2022-04-27,4,9.9,4,Low,30.5,5.1
2021-11-25,11,19.2,7,Medium,30.5,5.1
2022-07-17,7,51.5,16,High,30.5,35.8
2022-03-27,3,5.7,2,Low,30.5,5.1
2022-05-01,5,16.0,5,Medium,30.5,5.1
2020-07-13,7,133.6,59,High,30.5,35.8
2021-10-02,10,22.6,5,Medium,30.5,5.1
2022-05-24,5,16.1,6,Medium,30.5,5.1
2021-10-02,10,18.1,8,Medium,30.5,5.1
2023-09-24,9,14.2,8,Medium,30.5,35.8
2021-06-06,6,0.5,0,Low,30.5,35.8
2022-02-05,2,0.5,0,Low,30.5,5.1
2020-11-08,11,15.3,10,Medium,30.5,5.1
2023-11-07,11,10.2,1,Low,30.5,5.1
2022-08-29,8,56.8,19,High,30.5,35.8
2020-05-17,5,14.4,3,Low,30.5,5.1
2020-07-05,7,18.6,8,Medium,30.5,35.8
2020-06-23,6,56.7,21,High,30.5,35.8
2020-07-09,7,77.8,40,High,30.5,35.8
2022-06-03,6,36.3,20,High,30.5,35.8
2020-07-16,7,65.1,34,High,30.5,35.8
2022-02-02,2,6.7,0,Low,30.5,5.1
2020-09-23,9,45.7,23,High,30.5,35.8
2023-02-13,2,0.5,0,Low,30.5,5.1
2020-05-02,5,12.8,5,Low,30.5,5.1
2023-04-16,4,20.2,9,Medium,30.5,5.1
2023-02-24,2,0.5,0,Low,30.5,5.1
2023-02-24,2,7.0,3,Low,30.5,5.1
2021-11-06,11,0.5,0,Low,30.5,5.1
2023-10-04,10,14.3,2,Low,30.5,5.1
2020-09-07,9,43.9,25,High,30.5,35.8
2022-04-21,4,20.1,4,Medium,30.5,5.1
2021-12-25,12,7.7,5,Low,30.5,5.1
2023-09-24,9,16.4,6,Medium,30.5,35.8
2022-05-16,5,8.1,1,Low,30.5,5.1
2020-04-15,4,11.8,2,Low,30.5,5.1
2021-08-12,8,9.1,1,Low,30.5,35.8
2023-05-14,5,14.9,6,Low,30.5,5.1
2021-10-01,10,30.5,14,High,30.5,5.1
2021-12-21,12,4.3,7,Low,30.5,5.1
2020-07-31,7,79.8,39,High,30.5,35.8
2023-03-29,3,11.9,6,Low,30.5,5.1
2022-11-05,11,36.0,14,High,30.5,5.1
2021-03-11,3,12.0,5,Low,30.5,5.1
2020-11-12,11,13.6,5,Low,30.5,5.1
2023-09-06,9,18.1,7,Medium,30.5,35.8
2022-09-14,9,78.1,28,High,30.5,35.8
2021-04-04,4,15.6,3,Low,30.5,5.1
2020-08-09,8,76.3,30,High,30.5,35.8
2021-12-18,12,8.1,3,Low,30.5,5.1
2023-02-13,2,5.1,3,Low,30.5,5.1
2022-01-22,1,6.7,2,Low,30.5,5.1
2020-08-23,8,40.2,29,High,30.5,35.8
2021-07-24,7,25.3,8,Medium,30.5,35.8
2023-03-21,3,9.3,2,Low,30.5,5.1
2021-04-08,4,12.0,5,Low,30.5,5.1
2022-05-28,5,11.2,3,Low,30.5,5.1
2023-02-22,2,1.6,1,Low,30.5,5.1
2023-06-27,6,50.3,22,High,30.5,35.8
2023-06-10,6,80.2,36,High,30.5,35.8
2023-10-14,10,13.0,4,Low,30.5,5.1
2023-08-09,8,124.2,68,High,30.5,35.8
2023-02-14,2,6.0,4,Low,30.5,5.1
2020-02-23,2,23.5,8,Medium,30.5,5.1
2023-06-01,6,59.0,22,High,30.5,35.8
2023-09-09,9,66.6,40,High,30.5,35.8
2023-11-21,11,15.8,4,Low,30.5,5.1
2021-07-01,7,36.2,20,High,30.5,35.8
2020-02-29,2,14.3,5,Low,30.5,5.1
2021-01-04,1,7.1,2,Low,30.5,5.1
2021-07-13,7,1.8,3,Low,30.5,35.8
2023-12-10,12,8.5,5,Low,30.5,5.1
2021-09-24,9,34.4,14,High,30.5,35.8
2021-11-26,11,24.3,11,Medium,30.5,5.1
2021-12-19,12,29.0,10,Medium,30.5,5.1
2020-01-13,1,15.6,5,Medium,30.5,5.1
2021-01-06,1,7.4,0,Low,30.5,5.1
2020-10-20,10,5.4,0,Low,30.5,5.1
2023-03-05,3,17.4,5,Medium,30.5,5.1
2023-09-08,9,83.1,48,High,30.5,35.8
